index, f_val
476, -0.000000
477, -0.929110
478, -0.000000
479, -0.000000
480, -0.000000
481, -0.000000
482, -0.169888
483, -0.000000
484, -0.000000
485, -0.000000
486, -0.841960
487, -1.054847
488, -0.000000
489, -0.000000
490, -0.000000
491, -0.000000
492, -0.163353
493, -0.000000
494, -0.000000
495, -0.000000
496, -0.913203
497, -1.342845
498, -2.080525
499, -0.000000
500, -0.987871
501, -0.000000
502, -0.384878
503, -0.000000
504, -0.000000
505, -0.000000
506, -0.000000
507, -1.238449
508, -0.000000
509, -0.000000
510, -0.948866
511, -0.000000
512, -0.073696
513, -0.000000
514, -0.083234
515, -0.000000
516, -0.000000
517, -1.833557
518, -2.574051
519, -0.000000
520, -2.247391
521, -0.381020
522, -0.000000
523, -0.000000
524, -0.000000
525, -0.152063
526, -0.000000
527, -0.977920
528, -0.000000
529, -0.000000
530, -0.406753
531, -0.709112
532, -0.000000
533, -0.000000
534, -0.000000
535, -0.000000
536, -0.000000
537, -0.649973
538, -0.000000
539, -0.000000
540, -0.000000
541, -1.154663
542, -0.000000
543, -0.101268
544, -0.000000
545, -0.000000
546, -0.000000
547, -0.051202
548, -0.000000
549, -0.000000
550, -0.000000
551, -1.295182
552, -0.000000
553, -0.779648
554, -0.007744
555, -0.298938
556, -0.000000
557, -0.000000
558, -0.000000
559, -0.000000
560, -0.000000
561, -1.474695
562, -0.000000
563, -0.928447
564, -0.765347
565, -0.499913
566, -0.000000
567, -0.000000
568, -0.178370
569, -0.000000
570, -0.000000
571, -1.500062
572, -0.000000
573, -0.756318
574, -0.377837
575, -0.340982
576, -0.000000
577, -0.000000
578, -0.090904
579, -0.000000
580, -0.000000
581, -1.357309
582, -0.000000
583, -0.990197
584, -0.000000
585, -0.419562
586, -0.000000
587, -0.000000
588, -0.000000
589, -0.000000
590, -0.000000
591, -1.366711
592, -0.000000
593, -1.095904
594, -0.014395
595, -0.570835
596, -0.000000
597, -0.000000
598, -0.183098
599, -0.000000
600, -0.401175
601, -1.502308
602, -0.000000
603, -0.570420
604, -0.288844
605, -0.538841
606, -0.000000
607, -0.000000
608, -0.291589
609, -0.000000
610, -0.000000
611, -1.432384
612, -0.000000
613, -0.316801
614, -0.408935
615, -0.461222
616, -0.000000
617, -0.000000
618, -0.000000
619, -0.000000
620, -0.000000
621, -1.122677
622, -0.000000
623, -0.781178
624, -0.000000
625, -0.151281
626, -0.218602
627, -0.000000
628, -0.000000
629, -0.000000
630, -0.000000
631, -0.795148
632, -0.000000
633, -0.763254
634, -0.000000
635, -0.000000
636, -0.217373
637, -0.000000
638, -0.149337
639, -0.000000
640, -0.000000
641, -0.604474
642, -0.000000
643, -0.039234
644, -0.000000
645, -0.000000
646, -0.324001
647, -0.298320
648, -0.000000
649, -0.000000
650, -0.086394
651, -0.063801
652, -0.002853
653, -0.000000
654, -0.000000
655, -0.000000
656, -0.769815
657, -1.321352
658, -0.371363
659, -0.000000
660, -0.000000
661, -0.126393
662, -0.066089
663, -0.000000
664, -0.648705
665, -0.000000
666, -0.748728
667, -1.530550
668, -0.021664
669, -0.000000
670, -0.482563
671, -0.000000
672, -0.068462
673, -0.000000
674, -0.322556
675, -0.000000
676, -0.063815
677, -1.624146
678, -0.786612
679, -0.000000
680, -0.945067
681, -0.000000
682, -0.117173
683, -0.000000
684, -1.331102
685, -0.000000
686, -0.376538
687, -1.588917
688, -0.000000
689, -0.000000
690, -0.000000
691, -0.000000
692, -0.087994
693, -0.000000
694, -1.229103
695, -0.000000
696, -0.393087
697, -1.373054
698, -1.031267
699, -0.000000
700, -0.792061
701, -0.020247
702, -0.188121
703, -0.000000
704, -0.825018
705, -0.000000
706, -0.000000
707, -0.829414
708, -0.000000
709, -0.000000
710, -1.160814
711, -0.000000
712, -0.070967
713, -0.000000
714, -0.301409
715, -0.000000
716, -0.000000
717, -1.239115
718, -0.000000
719, -0.000000
720, -0.000000
721, -0.000000
722, -0.000000
723, -0.000000
724, -0.000000
725, -0.928040
726, -0.000000
727, -0.000000
728, -0.862684
729, -0.000000
730, -0.000000
731, -0.000000
732, -0.000000
733, -1.469345
734, -0.000000
735, -2.075070
736, -0.000000
737, -0.000000
738, -0.000000
739, -0.000000
740, -0.000000
741, -0.000000
742, -0.000000
743, -2.343527
744, -0.332133
745, -2.282640
746, -0.000000
747, -0.000000
748, -1.253891
749, -0.000000
750, -0.000000
751, -0.162176
752, -0.000000
753, -1.346262
754, -0.074359
755, -2.844687
756, -0.000000
757, -0.000000
758, -0.589151
759, -0.000000
760, -0.025909
761, -0.000000
762, -0.000000
763, -2.422033
764, -0.000000
765, -0.191974
766, -0.242769
767, -0.000000
768, -0.000000
769, -0.000000
770, -0.000000
771, -0.140026
772, -0.000000
773, -0.932637
774, -0.000000
775, -0.000000
776, -0.851740
777, -0.000000
778, -6.729363
779, -0.000000
780, -1.124848
781, -0.553292
782, -0.000000
783, -0.000000
784, -0.243149
785, -1.260903
786, -0.000000
787, -0.000000
788, -0.000000
789, -0.000000
790, -0.000000
791, -0.548209
792, -0.000000
793, -1.455146
794, -0.148709
795, -0.000000
796, -0.923190
797, -0.000000
798, -0.000000
799, -0.000000
800, -0.000000
801, -0.713414
802, -0.000000
803, -0.394458
804, -0.000000
805, -0.509082
806, -0.000000
807, -0.000000
808, -3.197515
809, -0.000000
810, -0.000000
811, -0.539363
812, -0.000000
813, -0.460796
814, -0.000000
815, -0.322734
816, -0.000000
817, -0.000000
818, -0.000000
819, -0.000000
820, -0.157021
821, -0.124821
822, -0.000000
823, -0.607396
824, -0.000000
825, -0.000000
826, -0.190709
827, -0.000000
828, -2.905540
829, -0.000000
830, -0.000000
831, -0.391113
832, -0.000000
833, -0.000000
834, -0.727916
835, -1.455544
836, -0.000000
837, -0.000000
838, -0.000000
839, -0.000000
840, -0.000000
841, -0.000000
842, -0.000000
843, -1.445497
844, -0.000000
845, -0.082287
846, -0.000000
847, -0.000000
848, -0.000000
849, -0.000000
850, -0.074661
851, -0.000000
852, -0.000000
853, -0.733862
854, -0.000000
855, -0.000000
856, -0.470429
857, -0.000000
858, -2.175505
859, -0.000000
860, -0.000000
861, -0.000000
862, -0.232278
863, -0.000000
864, -0.481875
865, -0.000000
866, -0.000000
867, -0.611795
868, -0.000000
869, -0.000000
870, -1.917732
871, -0.000000
872, -0.000000
873, -0.000000
874, -0.000000
875, -0.000000
876, -0.000000
877, -0.586283
878, -2.017168
879, -0.000000
880, -1.070743
881, -0.385814
882, -0.000000
883, -0.000000
884, -0.640144
885, -0.546887
886, -0.000000
887, -0.724104
888, -0.000000
889, -0.000000
890, -0.240410
891, -0.695143
892, -0.000000
893, -0.000000
894, -0.000000
895, -0.268936
896, -0.000000
897, -0.000000
898, -0.000000
899, -0.000000
900, -0.000000
901, -1.215696
902, -0.000000
903, -0.351381
904, -0.000000
905, -0.139919
906, -0.000000
907, -0.000000
908, -0.000000
909, -0.000000
910, -0.000000
911, -1.431300
912, -0.000000
913, -0.524979
914, -0.000000
915, -0.000000
916, -0.000000
917, -0.000000
918, -0.000000
919, -0.000000
920, -0.000000
921, -1.393257
922, -0.000000
923, -0.515483
924, -0.000000
925, -0.000000
926, -0.091520
927, -0.000000
928, -0.207460
929, -0.000000
930, -0.000000
931, -1.317171
932, -0.000000
933, -0.653682
934, -0.127662
935, -0.052794
936, -0.025189
937, -0.000000
938, -0.000000
939, -0.000000
940, -0.000000
941, -1.217603
942, -0.009366
943, -0.809152
944, -0.305229
945, -0.065941
946, -0.000000
947, -0.000000
948, -0.000000
949, -0.000000
950, -0.000000
951, -1.237010
952, -0.069589
953, -0.526257
954, -0.187596
955, -0.285486
956, -0.000000
957, -0.000000
958, -0.464632
959, -0.000000
960, -0.000000
961, -1.496808
962, -0.000000
963, -0.331001
964, -0.301603
965, -0.401187
966, -0.000000
967, -0.000000
968, -0.022358
969, -0.000000
970, -0.000000
971, -1.341283
972, -0.000000
973, -0.683591
974, -0.000000
975, -0.412747
976, -0.000000
977, -0.000000
978, -0.000000
979, -0.000000
980, -0.000000
981, -1.129967
982, -0.000000
983, -1.157324
984, -0.000000
985, -0.334708
986, -0.301510
987, -0.000000
988, -0.000000
989, -0.000000
990, -0.000000
991, -0.924085
992, -0.000000
993, -1.010108
994, -0.222495
995, -0.398256
996, -0.274009
997, -0.000000
998, -0.816933
999, -0.000000
1000, -0.000000
1001, -0.666130
1002, -0.000000
1003, -0.406204
1004, -0.323560
1005, -0.604907
1006, -0.000000
1007, -0.000000
1008, -0.000000
1009, -0.000000
1010, -0.000000
1011, -0.558148
1012, -0.000000
1013, -0.254511
1014, -0.000000
1015, -0.000000
1016, -0.075422
1017, -0.000000
1018, -0.000000
1019, -0.000000
1020, -0.000000
1021, -0.080799
1022, -0.083939
1023, -0.000000
1024, -0.000000
1025, -0.000000
1026, -0.000000
1027, -0.046605
1028, -0.419608
1029, -0.000000
1030, -0.455420
1031, -0.055518
1032, -0.127788
1033, -0.000000
1034, -0.000000
1035, -0.000000
1036, -0.000000
1037, -0.150614
1038, -0.625308
1039, -0.000000
1040, -0.000000
1041, -0.149660
1042, -0.223939
1043, -0.000000
1044, -0.000000
1045, -0.000000
1046, -0.000000
1047, -0.115239
1048, -0.000000
1049, -0.000000
1050, -0.000000
1051, -0.000000
1052, -0.046653
1053, -0.000000
1054, -0.000000
1055, -0.000000
1056, -0.007714
1057, -0.200346
1058, -1.427587
1059, -0.000000
1060, -0.425419
1061, -0.000000
1062, -0.151855
1063, -0.000000
1064, -0.000000
1065, -0.000000
1066, -0.000000
1067, -0.290842
1068, -0.000000
1069, -0.000000
1070, -0.000000
1071, -0.219543
1072, -0.000000
1073, -0.000000
1074, -0.000000
1075, -0.000000
1076, -0.000000
1077, -0.000000
1078, -0.124654
1079, -0.000000
1080, -0.069713
1081, -0.000000
1082, -0.000000
1083, -0.286419
1084, -0.614929
1085, -0.445275
1086, -0.072638
1087, -0.644609
1088, -0.865880
1089, -0.000000
1090, -0.532182
1091, -0.000000
1092, -0.000000
1093, -0.283711
1094, -1.694047
1095, -0.762860
1096, -0.000000
1097, -0.544393
1098, -0.000000
1099, -0.000000
1100, -0.711657
1101, -0.000000
1102, -0.000000
1103, -0.562268
1104, -1.335221
1105, -0.000000
1106, -0.499167
1107, -1.071419
1108, -0.000000
1109, -0.000000
1110, -1.124150
1111, -0.000000
1112, -0.000000
1113, -0.000000
1114, -1.599030
1115, -1.229088
1116, -0.000000
1117, -1.277982
1118, -1.775679
1119, -0.000000
1120, -0.000000
1121, -0.000000
1122, -0.000000
1123, -0.941848
1124, -3.682020
1125, -0.599210
1126, -0.397112
1127, -0.141272
1128, -0.000000
1129, -0.000000
1130, -0.000000
1131, -0.197422
1132, -0.000000
1133, -0.770357
1134, -0.000000
1135, -0.000000
1136, -0.571515
1137, -0.000000
1138, -5.628808
1139, -0.000000
1140, -0.914084
1141, -0.549587
1142, -0.000000
1143, -0.000000
1144, -0.020277
1145, -0.947433
1146, -0.000000
1147, -0.000000
1148, -0.000000
1149, -0.000000
1150, -0.000000
1151, -0.599407
1152, -0.000000
1153, -1.319103
1154, -0.120314
1155, -0.000000
1156, -0.772304
1157, -0.000000
1158, -0.000000
1159, -0.000000
1160, -0.000000
1161, -0.565688
1162, -0.000000
1163, -0.910594
1164, -0.000000
1165, -0.246052
1166, -0.466947
1167, -0.000000
1168, -1.703390
1169, -0.000000
1170, -0.000000
1171, -0.403686
1172, -0.000000
1173, -0.614767
1174, -0.787676
1175, -1.348416
1176, -0.000000
1177, -0.000000
1178, -0.000000
1179, -0.000000
1180, -0.165211
1181, -0.522534
1182, -0.000000
1183, -0.735290
1184, -0.889174
1185, -0.227870
1186, -0.018876
1187, -0.000000
1188, -0.491524
1189, -0.000000
1190, -0.000000
1191, -0.000000
1192, -0.000000
1193, -1.012962
1194, -0.000000
1195, -1.162738
1196, -0.000000
1197, -0.000000
1198, -0.166642
1199, -0.000000
1200, -0.020886
1201, -0.000000
1202, -0.000000
1203, -1.441032
1204, -0.788091
1205, -1.786011
1206, -0.000000
1207, -0.000000
1208, -0.000000
1209, -0.000000
1210, -0.000000
1211, -0.066947
1212, -0.000000
1213, -1.120653
1214, -0.581692
1215, -0.298173
1216, -0.000000
1217, -0.000000
1218, -0.334967
1219, -0.000000
1220, -0.000000
1221, -0.000000
1222, -0.145687
1223, -0.106047
1224, -0.000000
1225, -1.198552
1226, -0.000000
1227, -0.000000
1228, -1.337785
1229, -0.000000
1230, -1.574902
1231, -0.278585
1232, -0.000000
1233, -0.000000
1234, -0.656809
1235, -1.025261
1236, -0.000000
1237, -0.000000
1238, -0.228743
1239, -0.000000
1240, -0.854568
1241, -0.123278
1242, -0.000000
1243, -0.000000
1244, -0.000000
1245, -0.590250
1246, -0.000000
1247, -0.000000
1248, -0.000000
1249, -0.000000
1250, -0.557376
1251, -0.678931
1252, -0.000000
1253, -0.000000
1254, -0.144307
1255, -0.314120
1256, -0.000000
1257, -0.000000
1258, -0.000000
1259, -0.000000
1260, -0.158923
1261, -1.071276
1262, -0.000000
1263, -0.350579
1264, -0.238413
1265, -0.034873
1266, -0.000000
1267, -0.000000
1268, -0.000000
1269, -0.000000
1270, -0.000000
1271, -1.307547
1272, -0.000000
1273, -0.523642
1274, -0.444683
1275, -0.000000
1276, -0.000000
1277, -0.000000
1278, -0.000000
1279, -0.000000
1280, -0.000000
1281, -1.359011
1282, -0.000000
1283, -0.524814
1284, -0.299741
1285, -0.000000
1286, -0.117840
1287, -0.000000
1288, -0.000000
1289, -0.000000
1290, -0.000000
1291, -1.226542
1292, -0.059528
1293, -0.548558
1294, -0.000000
1295, -0.000000
1296, -0.142561
1297, -0.000000
1298, -0.234288
1299, -0.000000
1300, -0.000000
1301, -1.009863
1302, -0.177824
1303, -0.358377
1304, -0.000000
1305, -0.000000
1306, -0.000000
1307, -0.004865
1308, -0.057907
1309, -0.000000
1310, -0.000000
1311, -1.047180
1312, -0.118322
1313, -0.297517
1314, -0.249332
1315, -0.000000
1316, -0.017646
1317, -0.019987
1318, -0.138923
1319, -0.000000
1320, -0.000000
1321, -1.167934
1322, -0.074541
1323, -0.543542
1324, -0.065215
1325, -0.331921
1326, -0.000000
1327, -0.000000
1328, -0.183640
1329, -0.000000
1330, -0.000000
1331, -1.315418
1332, -0.019624
1333, -0.797725
1334, -0.402099
1335, -0.576294
1336, -0.000000
1337, -0.000000
1338, -0.000000
1339, -0.000000
1340, -0.000000
1341, -1.256334
1342, -0.000000
1343, -0.898629
1344, -0.143124
1345, -0.108005
1346, -0.141113
1347, -0.000000
1348, -0.000000
1349, -0.000000
1350, -0.000000
1351, -1.056707
1352, -0.000000
1353, -0.537387
1354, -0.000000
1355, -0.000000
1356, -0.235493
1357, -0.000000
1358, -0.562206
1359, -0.000000
1360, -0.000000
1361, -0.804087
1362, -0.000000
1363, -0.677975
1364, -0.273900
1365, -0.384296
1366, -0.378797
1367, -0.000000
1368, -0.000000
1369, -0.000000
1370, -0.000000
1371, -0.496710
1372, -0.000000
1373, -1.305479
1374, -0.171787
1375, -0.962398
1376, -0.142882
1377, -0.000000
1378, -0.150357
1379, -0.000000
1380, -0.191704
1381, -0.350316
1382, -0.000000
1383, -0.775651
1384, -0.346078
1385, -0.980159
1386, -0.000000
1387, -0.000000
1388, -0.390050
1389, -0.000000
1390, -0.000000
1391, -0.199964
1392, -0.000000
1393, -0.724280
1394, -0.000000
1395, -0.603979
1396, -0.000000
1397, -0.000000
1398, -0.000000
1399, -0.000000
1400, -0.000000
1401, -0.000000
1402, -0.000000
1403, -1.196952
1404, -0.000000
1405, -1.018618
1406, -0.000000
1407, -0.000000
1408, -0.049915
1409, -0.000000
1410, -0.581856
1411, -0.104915
1412, -0.000000
1413, -0.499630
1414, -0.792365
1415, -0.715634
1416, -0.000000
1417, -0.000000
1418, -0.172424
1419, -0.000000
1420, -0.000000
1421, -0.063641
1422, -0.000000
1423, -0.485226
1424, -0.000000
1425, -0.593247
1426, -0.000000
1427, -0.000000
1428, -0.028168
1429, -0.000000
1430, -0.000000
1431, -0.000000
1432, -0.000000
1433, -0.788974
1434, -0.000000
1435, -1.780324
1436, -0.000000
1437, -0.000000
1438, -0.799705
1439, -0.000000
1440, -0.000000
1441, -0.120923
1442, -0.000000
1443, -0.000000
1444, -0.000000
1445, -0.000000
1446, -0.342820
1447, -0.649466
1448, -0.563572
1449, -0.000000
1450, -0.000000
1451, -0.126281
1452, -0.000000
1453, -0.000000
1454, -0.000000
1455, -0.000000
1456, -0.000000
1457, -0.491418
1458, -0.515194
1459, -0.000000
1460, -0.927906
1461, -0.122628
1462, -0.000000
1463, -0.000000
1464, -0.000000
1465, -0.000000
1466, -0.000000
1467, -0.658151
1468, -0.000000
1469, -0.000000
1470, -0.603524
1471, -0.000000
1472, -0.000000
1473, -0.000000
1474, -0.000000
1475, -0.000000
1476, -0.000000
1477, -1.055311
1478, -1.003140
1479, -0.000000
1480, -0.000000
1481, -0.000000
1482, -0.000000
1483, -0.346439
1484, -0.000000
1485, -0.000000
1486, -0.996247
1487, -0.688691
1488, -0.000000
1489, -0.000000
1490, -0.000000
1491, -0.056939
1492, -0.000000
1493, -0.714180
1494, -0.000000
1495, -0.000000
1496, -0.425928
1497, -0.000000
1498, -4.830056
1499, -0.000000
1500, -0.630857
1501, -0.426924
1502, -0.011879
1503, -0.000000
1504, -0.179727
1505, -0.779740
1506, -0.000000
1507, -0.000000
1508, -0.000000
1509, -0.000000
1510, -0.000000
1511, -0.451829
1512, -0.000000
1513, -0.962172
1514, -0.000000
1515, -0.000000
1516, -0.354225
1517, -0.000000
1518, -0.485828
1519, -0.000000
1520, -0.049283
1521, -0.547870
1522, -0.000000
1523, -0.349537
1524, -0.157817
1525, -0.000000
1526, -0.392118
1527, -0.000000
1528, -0.051396
1529, -0.000000
1530, -0.000000
1531, -0.275574
1532, -0.000000
1533, -0.070082
1534, -0.000000
1535, -0.031671
1536, -0.014085
1537, -0.055072
1538, -0.886232
1539, -0.000000
1540, -0.000000
1541, -0.161382
1542, -0.000000
1543, -0.586507
1544, -0.482850
1545, -0.334707
1546, -0.000000
1547, -0.000000
1548, -0.000000
1549, -0.000000
1550, -0.000000
1551, -0.000000
1552, -0.000000
1553, -0.891282
1554, -0.092705
1555, -0.187050
1556, -0.246553
1557, -0.000000
1558, -0.989715
1559, -0.000000
1560, -0.108156
1561, -0.000000
1562, -0.000000
1563, -0.439964
1564, -0.461029
1565, -0.624839
1566, -0.000000
1567, -0.000000
1568, -0.086756
1569, -0.000000
1570, -0.000000
1571, -0.000000
1572, -0.163849
1573, -0.834552
1574, -0.509864
1575, -0.597396
1576, -0.000000
1577, -0.000000
1578, -0.000000
1579, -0.000000
1580, -0.236695
1581, -0.000000
1582, -0.000000
1583, -0.108630
1584, -0.733931
1585, -0.909920
1586, -0.000000
1587, -0.000000
1588, -2.470091
1589, -0.000000
1590, -1.406265
1591, -0.000000
1592, -0.000000
1593, -0.000000
1594, -0.094811
1595, -1.908074
1596, -0.000000
1597, -0.000000
1598, -0.000000
1599, -0.000000
1600, -1.530903
1601, -0.278915
1602, -0.000000
1603, -0.000000
1604, -0.673465
1605, -1.263727
1606, -0.000000
1607, -0.000000
1608, -0.000000
1609, -0.000000
1610, -0.123294
1611, -0.637747
1612, -0.000000
1613, -0.000000
1614, -0.193246
1615, -0.593771
1616, -0.000000
1617, -0.000000
1618, -0.000000
1619, -0.000000
1620, -0.000000
1621, -1.074898
1622, -0.000000
1623, -0.475226
1624, -0.000000
1625, -0.138804
1626, -0.000000
1627, -0.000000
1628, -0.000000
1629, -0.000000
1630, -0.000000
1631, -1.208259
1632, -0.000000
1633, -0.605382
1634, -0.000000
1635, -0.000000
1636, -0.000000
1637, -0.000000
1638, -0.066481
1639, -0.040996
1640, -0.000000
1641, -1.246619
1642, -0.012243
1643, -0.928222
1644, -0.000000
1645, -0.064300
1646, -0.074434
1647, -0.000000
1648, -0.000000
1649, -0.000000
1650, -0.000000
1651, -1.136023
1652, -0.134251
1653, -1.149953
1654, -0.000000
1655, -0.341329
1656, -0.000000
1657, -0.000000
1658, -0.516091
1659, -0.000000
1660, -0.000000
1661, -1.083135
1662, -0.254027
1663, -0.801489
