index, f_val
0, 0.376280
1, 0.008007
2, -0.000000
3, -0.000000
4, 0.000000
5, -0.000000
6, 0.000000
7, -0.000000
8, 0.218537
9, 0.000000
10, 0.596134
11, 0.000000
12, -0.000000
13, -0.000000
14, 0.000000
15, -0.000000
16, 0.000000
17, -0.224470
18, 0.000000
19, 0.000000
20, 0.000000
21, 0.000000
22, -0.000000
23, -0.000000
24, 0.000000
25, -0.000000
26, 0.020130
27, -0.502899
28, 0.639759
29, 0.000000
30, 0.215582
31, 0.000000
32, -0.000000
33, -0.000000
34, 0.000000
35, -0.000000
36, 0.000000
37, -0.501994
38, 0.000000
39, 0.000000
40, 0.000000
41, 0.000000
42, -0.000000
43, -0.000000
44, 0.000000
45, -0.000000
46, 0.630426
47, -0.414276
48, 0.000000
49, 0.000000
50, 0.000000
51, 0.000000
52, -0.000000
53, -0.000000
54, 0.000000
55, -0.000000
56, 0.061178
57, -0.232127
58, 4.945051
59, 0.000000
60, 1.208304
61, 0.095620
62, -0.000000
63, -0.000000
64, 0.578946
65, -0.632237
66, 0.000000
67, -0.000000
68, 0.000000
69, 0.000000
70, 0.000000
71, 0.037010
72, -0.000000
73, -1.175120
74, 0.289139
75, -0.270995
76, 0.332718
77, -0.000000
78, 0.000000
79, 0.000000
80, 0.000000
81, 0.000000
82, -0.000000
83, -1.588513
84, 0.510419
85, -0.476318
86, 0.320239
87, -0.000000
88, 2.310576
89, 0.000000
90, 0.879573
91, 0.000000
92, -0.000000
93, -1.213278
94, 3.773726
95, -0.948069
96, 0.069356
97, -0.000000
98, 0.000000
99, 0.000000
100, 0.000000
101, 0.041762
102, -0.000000
103, -1.304514
104, 5.400472
105, -1.040594
106, 0.117613
107, -0.000000
108, 0.525250
109, 0.000000
110, 1.047632
111, 0.001321
112, -0.000000
113, -1.084659
114, 4.227416
115, -0.960438
116, 0.000000
117, -0.000000
118, 0.000000
119, 0.000000
120, 0.593017
121, 0.000000
122, -0.000000
123, -1.138602
124, 5.170634
125, -0.938599
126, 0.195210
127, -0.000000
128, 0.000000
129, 0.000000
130, 0.000000
131, 0.000000
132, -0.000000
133, -1.565114
134, 4.798903
135, -1.106353
136, 0.204332
137, -0.000000
138, 0.287800
139, 0.000000
140, 0.189597
141, 0.000000
142, -0.000000
143, -1.701227
144, 3.586375
145, -1.276008
146, 0.000000
147, -0.000000
148, 0.073322
149, 0.000000
150, 0.795179
151, 0.018388
152, -0.000000
153, -1.130978
154, 3.990130
155, -1.404895
156, 0.000000
157, -0.000000
158, 1.099976
159, 0.000000
160, 1.752064
161, 0.072559
162, -0.000000
163, -0.280979
164, 4.159798
165, -1.092895
166, 0.000000
167, -0.000000
168, 0.000000
169, 0.000000
170, 0.868810
171, 0.149945
172, -0.000000
