index, f_val_x, f_val_y, f_val_x, f_val_y
64,0.578946,0.0,0.578946,-0.559503
65,-0.6322369999999999,0.0,-0.6322369999999999,-1.966437
66,2.4046689999999997,2.404669,0.0,-0.0
67,1.194569,1.194569,-0.0,-0.0
68,2.7796950000000002,2.779695,0.0,-0.0
69,0.37816500000000003,0.378165,0.0,-0.0
70,1.465495,1.465495,0.0,-0.0
71,0.03701,0.0,0.03701,-0.17484
72,1.1548450000000001,1.154845,-0.0,-0.0
73,-1.1751200000000002,0.0,-1.1751200000000002,-2.663943
74,0.289139,0.0,0.289139,-0.279429
75,-0.270995,0.0,-0.270995,-0.842872
76,0.33271799999999996,0.0,0.33271799999999996,-1.1169129999999998
77,1.357721,1.357721,-0.0,-0.0
78,2.202985,2.202985,0.0,-0.0
79,0.568674,0.568674,0.0,-0.0
80,1.202172,1.202172,0.0,-0.0
81,0.015812,0.015812,0.0,-0.0
82,1.309752,1.309752,-0.0,-0.0
83,-1.5885129999999998,0.0,-1.5885129999999998,-3.601085
84,0.510419,0.0,0.510419,-0.493278
85,-0.476318,0.0,-0.476318,-1.4814829999999999
86,0.320239,0.0,0.320239,-1.075022
87,0.7241029999999999,0.7241029999999999,-0.0,-0.0
88,2.3105759999999997,0.0,2.3105759999999997,-2.617516
89,0.6236119999999999,0.6236119999999999,0.0,-0.0
90,0.8795729999999999,0.0,0.8795729999999999,-1.4064020000000002
91,0.024963,0.024963,0.0,-0.0
92,1.046441,1.046441,-0.0,-0.0
93,-1.213278,0.0,-1.213278,-2.750444
94,3.7737260000000004,0.0,3.7737260000000004,-3.6469940000000003
95,-0.948069,0.0,-0.948069,-2.948764
96,0.069356,0.0,0.069356,-0.23282199999999997
97,0.603718,0.603718,-0.0,-0.0
98,1.005341,1.005341,0.0,-0.0
99,0.47323999999999994,0.47324,0.0,-0.0
100,0.105064,0.105064,0.0,-0.0
101,0.041762,0.0,0.041762,-0.19729000000000002
102,1.066813,1.066813,-0.0,-0.0
103,-1.304514,0.0,-1.304514,-2.957274
104,5.400472,0.0,5.400472,-5.21911
105,-1.040594,0.0,-1.040594,-3.236544
106,0.11761300000000001,0.0,0.11761300000000001,-0.39482
107,0.14038499999999998,0.14038499999999998,-0.0,-0.0
108,0.52525,0.0,0.52525,-0.595025
109,0.689775,0.689775,0.0,-0.0
110,1.047632,0.0,1.047632,-1.6751220000000002
111,0.0013210000000000001,0.0,0.0013210000000000001,-0.006239
112,1.042282,1.042282,-0.0,-0.0
113,-1.084659,0.0,-1.084659,-2.458873
114,4.227416000000001,0.0,4.227416000000002,-4.085448
115,-0.9604379999999999,0.0,-0.9604379999999999,-2.987234
116,0.355146,0.355146,0.0,-0.0
117,0.26616799999999996,0.266168,-0.0,-0.0
118,0.20500700000000002,0.205007,0.0,-0.0
119,0.465607,0.465607,0.0,-0.0
120,0.593017,0.0,0.593017,-0.948211
121,0.118976,0.118976,0.0,-0.0
122,1.095024,1.095024,-0.0,-0.0
123,-1.1386020000000001,0.0,-1.1386020000000001,-2.581159
124,5.170634,0.0,5.170634,-4.99699
125,-0.938599,0.0,-0.938599,-2.91931
126,0.19521,0.0,0.19521,-0.655308
127,0.206369,0.206369,-0.0,-0.0
128,1.04529,1.04529,0.0,-0.0
129,0.420271,0.420271,0.0,-0.0
130,0.809991,0.809991,0.0,-0.0
131,0.060848,0.060848,0.0,-0.0
132,1.070086,1.070086,-0.0,-0.0
133,-1.565114,0.0,-1.565114,-3.5480410000000004
134,4.798903,0.0,4.798903,-4.637743
135,-1.1063530000000001,0.0,-1.1063530000000001,-3.441072
136,0.20433199999999999,0.0,0.20433199999999999,-0.68593
137,1.03231,1.03231,-0.0,-0.0
138,0.2878,0.0,0.2878,-0.326031
139,0.616945,0.616945,0.0,-0.0
140,0.18959700000000002,0.0,0.18959700000000002,-0.303158
141,0.129892,0.129892,0.0,-0.0
142,0.9832540000000001,0.983254,-0.0,-0.0
143,-1.701227,0.0,-1.701227,-3.856604
144,3.586375,0.0,3.586375,-3.465935
145,-1.276008,0.0,-1.276008,-3.968747
146,0.271944,0.271944,0.0,-0.0
147,2.135899,2.135899,-0.0,-0.0
148,0.073322,0.0,0.073322,-0.083062
149,0.49300900000000003,0.493009,0.0,-0.0
150,0.795179,0.0,0.795179,-1.2714590000000001
151,0.018387999999999998,0.0,0.018387999999999998,-0.086865
152,0.9497,0.9497,-0.0,-0.0
153,-1.130978,0.0,-1.130978,-2.563874
154,3.99013,0.0,3.99013,-3.856131
155,-1.404895,0.0,-1.404895,-4.369623000000002
156,1.7356220000000002,1.7356220000000002,0.0,-0.0
157,1.496838,1.496838,-0.0,-0.0
158,1.099976,0.0,1.099976,-1.246098
159,0.591145,0.591145,0.0,-0.0
160,1.7520639999999998,0.0,1.7520639999999998,-2.8014810000000003
161,0.072559,0.0,0.072559,-0.342777
162,0.749271,0.749271,-0.0,-0.0
163,-0.280979,0.0,-0.280979,-0.636966
164,4.159798,0.0,4.159798,-4.020101
165,-1.0928950000000002,0.0,-1.0928950000000002,-3.3992139999999997
166,2.57183,2.57183,0.0,-0.0
167,0.8755360000000001,0.8755360000000001,-0.0,-0.0
168,1.20377,1.20377,0.0,-0.0
169,0.627668,0.627668,0.0,-0.0
170,0.8688100000000001,0.0,0.8688100000000001,-1.3891930000000001
171,0.149945,0.0,0.149945,-0.7083520000000001
172,0.723166,0.723166,-0.0,-0.0
173,0.105655,0.105655,-0.0,-0.0
174,2.8257380000000003,0.0,2.8257380000000003,-2.730842
175,-0.322646,0.0,-0.322646,-1.0035209999999999
176,1.180487,1.180487,0.0,-0.0
177,-0.023423,0.0,-0.023423,-0.092989
178,1.050462,1.050462,0.0,-0.0
179,0.682728,0.682728,0.0,-0.0
180,0.184608,0.0,0.184608,-0.29518
181,0.212729,0.0,0.212729,-1.00495
182,0.6831109999999999,0.6831109999999999,-0.0,-0.0
183,0.333417,0.333417,-0.0,-0.0
184,0.40797,0.0,0.40797,-0.394269
185,-0.008990999999999999,0.0,-0.008990999999999999,-0.027964999999999997
186,0.564561,0.564561,0.0,-0.0
187,-0.018603,0.0,-0.018603,-0.07385499999999999
188,0.376394,0.0,0.376394,-0.42639499999999997
189,0.47793100000000005,0.4779310000000001,0.0,-0.0
190,0.46807299999999996,0.468073,0.0,-0.0
191,0.255753,0.0,0.255753,-1.208199
192,0.5718,0.5718,-0.0,-0.0
193,-0.067091,0.0,-0.067091,-0.152093
194,0.34824499999999997,0.348245,0.0,-0.0
195,-0.072295,0.0,-0.072295,-0.22485700000000008
196,0.537959,0.537959,0.0,-0.0
197,0.48991599999999996,0.489916,-0.0,-0.0
198,0.669419,0.669419,0.0,-0.0
199,0.42867700000000003,0.428677,0.0,-0.0
200,0.5621430000000001,0.5621430000000001,0.0,-0.0
201,0.255886,0.0,0.255886,-1.208831
202,0.521961,0.521961,-0.0,-0.0
203,-0.41683400000000004,0.0,-0.41683400000000004,-0.944944
204,0.810952,0.810952,0.0,-0.0
205,-0.043677,0.0,-0.043677,-0.135847
206,0.188002,0.188002,0.0,-0.0
207,0.825168,0.825168,-0.0,-0.0
208,0.022428,0.0,0.022428,-0.025407
209,0.331975,0.331975,0.0,-0.0
210,0.139207,0.139207,0.0,-0.0
211,0.266895,0.0,0.266895,-1.260838
212,0.474351,0.474351,-0.0,-0.0
213,-0.37854299999999996,0.0,-0.37854299999999996,-0.858139
214,0.26864499999999997,0.268645,0.0,-0.0
215,-0.120719,0.0,-0.120719,-0.375471
216,0.19275899999999999,0.192759,0.0,-0.0
217,0.6964359999999999,0.6964359999999999,-0.0,-0.0
218,0.316027,0.0,0.316027,-0.358008
219,0.22854899999999997,0.228549,0.0,-0.0
220,0.264436,0.264436,0.0,-0.0
221,0.279609,0.0,0.279609,-1.3208959999999998
222,0.413283,0.413283,-0.0,-0.0
223,-0.378148,0.0,-0.378148,-0.857245
224,0.29354600000000003,0.0,0.29354600000000003,-0.283688
225,-0.23995500000000003,0.0,-0.2399550000000001,-0.7463270000000001
226,0.252635,0.252635,0.0,-0.0
227,0.803646,0.803646,-0.0,-0.0
228,0.086589,0.086589,0.0,-0.0
229,0.24148499999999998,0.241485,0.0,-0.0
230,0.48821899999999996,0.488219,0.0,-0.0
231,0.281001,0.0,0.281001,-1.327473
232,0.389637,0.389637,-0.0,-0.0
233,-0.5292979999999999,0.0,-0.5292979999999999,-1.1998950000000002
234,0.013288,0.0,0.013288,-0.012842
235,-0.190776,0.0,-0.190776,-0.593368
236,0.06338099999999999,0.06338099999999999,0.0,-0.0
237,0.961167,0.961167,-0.0,-0.0
238,0.400239,0.400239,0.0,-0.0
239,0.358612,0.358612,0.0,-0.0
240,0.15329600000000002,0.15329600000000002,0.0,-0.0
241,0.294612,0.0,0.294612,-1.391775
242,0.52068,0.52068,-0.0,-0.0
243,-0.38142800000000004,0.0,-0.38142800000000004,-0.8646799999999999
244,0.31296599999999997,0.312966,0.0,-0.0
245,-0.094799,0.0,-0.094799,-0.294852
246,0.055997000000000005,0.055997000000000005,0.0,-0.0
247,0.7035560000000001,0.7035560000000001,-0.0,-0.0
248,0.693866,0.0,0.693866,-0.78604
249,0.556495,0.556495,0.0,-0.0
250,0.087037,0.0,0.087037,-0.13916800000000001
251,0.251121,0.0,0.251121,-1.18632
252,0.640624,0.640624,-0.0,-0.0
253,-0.182666,0.0,-0.182666,-0.414096
254,0.228102,0.228102,0.0,-0.0
255,-0.122173,0.0,-0.122173,-0.37999299999999997
256,0.2797,0.2797,0.0,-0.0
257,0.32369499999999995,0.32369499999999995,-0.0,-0.0
258,0.188973,0.188973,0.0,-0.0
259,0.653569,0.653569,0.0,-0.0
260,0.247869,0.247869,0.0,-0.0
261,0.18020899999999998,0.0,0.18020899999999998,-0.851325
262,0.982117,0.982117,-0.0,-0.0
263,-0.39828800000000003,0.0,-0.39828800000000003,-0.9029
264,0.188553,0.0,0.188553,-0.182221
265,-0.249556,0.0,-0.249556,-0.776189
266,0.008140999999999999,0.0,0.008140999999999999,-0.02733
267,0.604776,0.604776,-0.0,-0.0
268,0.016365,0.0,0.016365,-0.018539
269,0.7696689999999999,0.7696689999999999,0.0,-0.0
270,0.9014200000000001,0.90142,0.0,-0.0
271,0.111561,0.0,0.111561,-0.5270229999999999
272,1.157721,1.157721,-0.0,-0.0
273,-0.989715,0.0,-0.989715,-2.243639
274,0.633698,0.0,0.633698,-0.612417
275,-0.437701,0.0,-0.437701,-1.361373
276,0.13156700000000002,0.0,0.13156700000000002,-0.44166099999999997
277,0.896457,0.896457,-0.0,-0.0
278,0.6391359999999999,0.6391359999999999,0.0,-0.0
279,0.764378,0.764378,0.0,-0.0
280,0.35430300000000003,0.35430300000000003,0.0,-0.0
281,0.025432,0.0,0.025432,-0.120145
282,1.2122110000000001,1.212211,-0.0,-0.0
283,-1.485183,0.0,-1.485183,-3.3668410000000004
284,1.6583450000000002,0.0,1.6583450000000002,-1.602653
285,-0.771885,0.0,-0.771885,-2.4007810000000003
286,0.234056,0.0,0.234056,-0.785712
287,1.3483969999999998,1.3483969999999998,-0.0,-0.0
288,0.26461,0.0,0.26461,-0.299761
289,0.423314,0.423314,0.0,-0.0
290,0.405895,0.405895,0.0,-0.0
291,0.042201999999999996,0.0,0.042201999999999996,-0.19936500000000001
292,1.116192,1.116192,-0.0,-0.0
293,-1.597695,0.0,-1.597695,-3.6219
294,3.936625,0.0,3.936625,-3.8044230000000003
295,-1.177443,0.0,-1.177443,-3.662183
296,0.094195,0.0,0.094195,-0.316206
297,1.7316619999999998,1.7316619999999998,-0.0,-0.0
298,0.21145799999999998,0.0,0.21145799999999998,-0.239548
299,0.55824,0.55824,0.0,-0.0
300,0.047661,0.047661,0.0,-0.0
301,0.042189,0.0,0.042189,-0.19930599999999998
302,1.014685,1.014685,-0.0,-0.0
303,-1.715482,0.0,-1.715482,-3.888918
304,3.620623,0.0,3.620623,-3.4990330000000003
305,-1.3512540000000002,0.0,-1.3512540000000002,-4.2027849999999995
306,0.16558599999999998,0.16558599999999998,0.0,-0.0
307,2.7142169999999997,2.714217,-0.0,-0.0
308,0.192244,0.192244,0.0,-0.0
309,0.507653,0.507653,0.0,-0.0
310,0.24838000000000002,0.24838,0.0,-0.0
311,0.028256,0.0,0.028256,-0.133482
312,1.012022,1.012022,-0.0,-0.0
313,-1.7740650000000002,0.0,-1.7740650000000002,-4.0217230000000015
314,3.330949,0.0,3.330949,-3.219087
315,-1.412599,0.0,-1.412599,-4.3935830000000005
316,0.461884,0.461884,0.0,-0.0
317,3.029835,3.029835,-0.0,-0.0
318,0.102186,0.0,0.102186,-0.11575999999999999
319,0.550593,0.550593,0.0,-0.0
320,0.09174,0.0,0.09174,-0.146689
321,4e-05,0.0,4e-05,-0.00018899999999999999
322,0.9941120000000001,0.994112,-0.0,-0.0
323,-1.7999060000000002,0.0,-1.7999060000000002,-4.080305
324,3.0145470000000003,0.0,3.0145470000000003,-2.91331
325,-1.459079,0.0,-1.459079,-4.538151
326,0.6142569999999999,0.6142569999999999,0.0,-0.0
327,3.375426,3.375426,-0.0,-0.0
328,0.33062199999999997,0.330622,0.0,-0.0
329,0.42403,0.42403,0.0,-0.0
330,0.11408099999999999,0.114081,0.0,-0.0
331,0.007812999999999999,0.0,0.007812999999999999,-0.036911
332,1.013677,1.013677,-0.0,-0.0
333,-1.78781,0.0,-1.78781,-4.052882
334,3.285481,0.0,3.285481,-3.175146
335,-1.469795,0.0,-1.469795,-4.571478
336,0.7123689999999999,0.7123689999999999,0.0,-0.0
337,3.2074130000000003,3.2074130000000003,-0.0,-0.0
338,0.091495,0.0,0.091495,-0.10365
339,0.494482,0.494482,0.0,-0.0
340,0.331717,0.0,0.331717,-0.530402
341,0.011229000000000001,0.011229,0.0,-0.0
342,0.8085680000000001,0.8085680000000001,-0.0,-0.0
343,-1.6353090000000001,0.0,-1.6353090000000001,-3.7071709999999998
344,3.101613,0.0,3.101613,-2.997452
345,-1.323742,0.0,-1.323742,-4.117214
346,0.793552,0.793552,0.0,-0.0
347,2.93043,2.93043,-0.0,-0.0
348,0.605297,0.605297,0.0,-0.0
349,0.39869699999999997,0.398697,0.0,-0.0
350,0.327736,0.0,0.327736,-0.524037
351,0.019049,0.0,0.019049,-0.089992
352,0.776582,0.776582,-0.0,-0.0
353,-1.291104,0.0,-1.291104,-2.926873
354,3.2305650000000004,0.0,3.2305650000000004,-3.122074
355,-0.9790559999999999,0.0,-0.9790559999999999,-3.045142
356,0.490105,0.490105,0.0,-0.0
357,1.9820970000000002,1.982097,-0.0,-0.0
358,0.157133,0.0,0.157133,-0.178006
359,0.49442700000000006,0.4944270000000001,0.0,-0.0
360,0.965377,0.0,0.965377,-1.5436
361,0.10145900000000001,0.101459,0.0,-0.0
362,1.286814,1.286814,-0.0,-0.0
363,-0.13860999999999998,0.0,-0.13860999999999998,-0.314223
364,3.832444,0.0,3.832444,-3.7037400000000003
365,-1.113677,0.0,-1.113677,-3.463853
366,2.0849279999999997,2.084928,0.0,-0.0
367,1.1820540000000002,1.1820540000000002,-0.0,-0.0
368,0.187053,0.0,0.187053,-0.21190100000000006
369,0.9629110000000001,0.962911,0.0,-0.0
370,0.111573,0.0,0.111573,-0.178401
371,0.0037560000000000002,0.0,0.0037560000000000002,-0.017743000000000002
372,1.3057239999999999,1.305724,-0.0,-0.0
373,-0.440399,0.0,-0.440399,-0.9983639999999999
374,1.780664,0.0,1.780664,-1.720865
375,-0.632757,0.0,-0.632757,-1.9680549999999999
376,1.2702229999999999,1.270223,0.0,-0.0
377,2.289771,2.289771,-0.0,-0.0
378,2.5432360000000003,2.5432360000000003,0.0,-0.0
379,1.040238,1.040238,0.0,-0.0
380,0.807952,0.807952,0.0,-0.0
381,0.24707199999999999,0.247072,0.0,-0.0
382,1.446689,1.446689,-0.0,-0.0
383,-0.729454,0.0,-0.729454,-1.6536389999999999
384,1.399101,1.399101,0.0,-0.0
385,-0.421266,0.0,-0.421266,-1.310257
386,0.532716,0.532716,0.0,-0.0
387,2.30401,2.30401,-0.0,-0.0
388,1.3175299999999999,0.0,1.3175299999999999,-1.492552
389,0.5577770000000001,0.5577770000000001,0.0,-0.0
390,0.249209,0.0,0.249209,-0.398475
391,0.057608000000000006,0.05760800000000001,0.0,-0.0
392,1.2891139999999999,1.289114,-0.0,-0.0
393,-0.30073,0.0,-0.30073,-0.6817409999999999
394,0.253579,0.253579,0.0,-0.0
395,-0.386827,0.0,-0.386827,-1.203143
396,1.387756,1.387756,0.0,-0.0
397,1.846322,1.846322,-0.0,-0.0
398,0.533237,0.533237,0.0,-0.0
399,0.7316050000000001,0.7316050000000001,0.0,-0.0
400,1.232058,1.232058,0.0,-0.0
401,0.47097,0.47097,0.0,-0.0
402,0.746927,0.746927,-0.0,-0.0
403,-0.964841,0.0,-0.964841,-2.18725
404,0.521208,0.521208,0.0,-0.0
405,1.270227,1.270227,-0.0,-0.0
406,0.493151,0.0,0.493151,-1.655477
407,0.979462,0.979462,-0.0,-0.0
408,4.035897,4.035897,0.0,-0.0
409,0.6863520000000001,0.6863520000000001,0.0,-0.0
410,1.490883,1.490883,0.0,-0.0
411,0.072953,0.072953,0.0,-0.0
412,0.8479,0.8479,-0.0,-0.0
413,-0.378254,0.0,-0.378254,-0.857485
414,1.0521340000000001,1.052134,0.0,-0.0
415,0.552707,0.552707,-0.0,-0.0
416,0.260903,0.0,0.260903,-0.875835
417,-0.026106,0.0,-0.026106,-0.10364200000000001
418,6.426049,0.0,6.426049,-7.279692999999999
419,0.539818,0.539818,0.0,-0.0
420,0.956839,0.0,0.956839,-1.529947
421,0.09962,0.0,0.09962,-0.470613
422,0.378525,0.378525,-0.0,-0.0
423,0.872964,0.872964,-0.0,-0.0
424,0.49606300000000003,0.0,0.49606300000000003,-0.479404
425,-0.470505,0.0,-0.470505,-1.463403
426,2.148471,2.148471,0.0,-0.0
427,0.675111,0.675111,-0.0,-0.0
428,3.480201,3.480201,0.0,-0.0
429,0.43193000000000004,0.43193,0.0,-0.0
430,1.0426440000000001,1.042644,0.0,-0.0
431,0.050464,0.0,0.050464,-0.238396
432,0.398445,0.398445,-0.0,-0.0
433,-0.754912,0.0,-0.754912,-1.7113509999999998
434,0.052921,0.0,0.052921,-0.051144
435,0.372415,0.372415,-0.0,-0.0
436,0.341361,0.0,0.341361,-1.145925
437,0.392515,0.392515,-0.0,-0.0
438,1.838009,1.838009,0.0,-0.0
439,0.5228649999999999,0.5228649999999999,0.0,-0.0
440,0.016771,0.0,0.016771,-0.026816000000000003
441,0.106324,0.0,0.106324,-0.502285
442,0.09995599999999999,0.099956,-0.0,-0.0
443,0.177108,0.177108,-0.0,-0.0
444,0.058170000000000006,0.0,0.05817000000000001,-0.056216999999999996
445,1.005454,1.005454,-0.0,-0.0
446,0.07484099999999999,0.0,0.07484099999999999,-0.251238
447,-0.15794,0.0,-0.15794,-0.627028
448,3.088105,0.0,3.088105,-3.498333
449,0.656803,0.656803,0.0,-0.0
450,0.39503299999999997,0.0,0.39503299999999997,-0.631642
451,0.108609,0.0,0.108609,-0.513079
452,-0.322364,0.0,-0.322364,-0.318641
453,1.66136,1.66136,-0.0,-0.0
454,0.034017,0.034017,0.0,-0.0
455,1.9662009999999999,1.966201,-0.0,-0.0
456,0.008129,0.0,0.008129,-0.027287
457,-0.21498499999999998,0.0,-0.21498499999999998,-0.853499
458,2.728207,2.728207,0.0,-0.0
459,0.680343,0.680343,0.0,-0.0
460,1.144714,1.144714,0.0,-0.0
461,0.025041,0.0,0.025041,-0.118297
462,-0.192461,0.0,-0.192461,-0.19023800000000002
463,1.257744,1.257744,-0.0,-0.0
464,2.234172,2.234172,0.0,-0.0
465,1.9019970000000002,1.901997,-0.0,-0.0
466,0.091258,0.0,0.091258,-0.306347
467,-0.362333,0.0,-0.362333,-1.438474
468,2.373464,0.0,2.373464,-2.688758
469,0.32256799999999997,0.322568,0.0,-0.0
470,0.9382860000000001,0.0,0.9382860000000001,-1.500281
471,0.050621,0.0,0.050621,-0.23914000000000002
472,-0.33733,0.0,-0.33733,-0.333434
473,2.502943,2.502943,-0.0,-0.0
474,0.784273,0.784273,0.0,-0.0
475,1.285095,1.285095,-0.0,-0.0
476,1.348303,1.348303,0.0,-0.0
477,-0.234031,0.0,-0.234031,-0.92911
478,0.652215,0.652215,0.0,-0.0
479,0.399527,0.399527,0.0,-0.0
480,0.654269,0.654269,0.0,-0.0
481,0.060878999999999996,0.060879,0.0,-0.0
482,-0.171873,0.0,-0.171873,-0.169888
483,1.158444,1.158444,-0.0,-0.0
484,1.273525,1.273525,0.0,-0.0
485,2.461958,2.461958,-0.0,-0.0
486,0.250812,0.0,0.250812,-0.84196
487,-0.265702,0.0,-0.265702,-1.0548469999999999
488,1.988366,1.988366,0.0,-0.0
489,0.44386899999999996,0.443869,0.0,-0.0
490,1.397089,1.397089,0.0,-0.0
491,0.43253,0.43253,0.0,-0.0
492,-0.165262,0.0,-0.165262,-0.163353
493,0.190039,0.190039,-0.0,-0.0
494,2.071496,2.071496,0.0,-0.0
495,1.974188,1.974188,-0.0,-0.0
496,0.27203499999999997,0.0,0.27203499999999997,-0.9132030000000001
497,-0.33824499999999996,0.0,-0.33824499999999996,-1.342845
498,1.836555,0.0,1.836555,-2.080525
499,0.26903699999999997,0.269037,0.0,-0.0
500,0.617821,0.0,0.617821,-0.9878709999999999
501,0.34595,0.34595,0.0,-0.0
502,-0.389374,0.0,-0.389374,-0.384878
503,0.986668,0.986668,-0.0,-0.0
504,0.092289,0.092289,0.0,-0.0
505,1.264553,1.264553,-0.0,-0.0
506,0.22120900000000002,0.221209,0.0,-0.0
507,-0.311949,0.0,-0.311949,-1.238449
508,0.426658,0.426658,0.0,-0.0
509,0.272555,0.272555,0.0,-0.0
510,0.593427,0.0,0.593427,-0.948866
511,0.005876,0.005876,0.0,-0.0
512,-0.074558,0.0,-0.074558,-0.073696
513,2.269603,2.269603,-0.0,-0.0
514,0.086126,0.0,0.086126,-0.083234
515,0.5729920000000001,0.5729920000000001,-0.0,-0.0
516,1.547495,1.547495,0.0,-0.0
517,-0.46184899999999995,0.0,-0.46184899999999995,-1.8335569999999999
518,2.272208,0.0,2.272208,-2.574051
519,0.39205300000000004,0.392053,0.0,-0.0
520,1.405532,0.0,1.405532,-2.247391
521,0.08065499999999999,0.0,0.08065499999999999,-0.38101999999999997
522,0.176013,0.176013,-0.0,-0.0
523,2.844194,2.844194,-0.0,-0.0
524,0.039393,0.039393,0.0,-0.0
525,-0.048889999999999996,0.0,-0.048889999999999996,-0.152063
526,2.7793759999999996,2.779376,0.0,-0.0
527,-0.246325,0.0,-0.246325,-0.9779200000000001
528,1.549548,1.549548,0.0,-0.0
529,0.400048,0.400048,0.0,-0.0
530,0.254386,0.0,0.254386,-0.40675300000000003
531,0.150106,0.0,0.150106,-0.709112
532,0.574918,0.574918,-0.0,-0.0
533,1.1866780000000001,1.186678,-0.0,-0.0
534,0.328598,0.328598,0.0,-0.0
535,0.08,0.08,-0.0,-0.0
536,1.226615,1.226615,0.0,-0.0
537,-0.16372,0.0,-0.16372,-0.6499729999999999
538,1.029523,1.029523,0.0,-0.0
539,0.374176,0.374176,0.0,-0.0
540,0.017768,0.017768,0.0,-0.0
541,0.24441999999999997,0.0,0.24441999999999997,-1.154663
542,0.7087640000000001,0.7087640000000001,-0.0,-0.0
543,-0.044670999999999995,0.0,-0.044670999999999995,-0.101268
544,0.270108,0.270108,0.0,-0.0
545,0.093231,0.093231,-0.0,-0.0
546,0.37448000000000004,0.37448,0.0,-0.0
547,-0.012897,0.0,-0.012897,-0.051202
548,0.167326,0.167326,0.0,-0.0
549,0.316123,0.316123,0.0,-0.0
550,0.276343,0.276343,0.0,-0.0
551,0.274165,0.0,0.274165,-1.295182
552,0.5826680000000001,0.5826680000000001,-0.0,-0.0
553,-0.34391900000000003,0.0,-0.34391900000000003,-0.779648
554,0.008013,0.0,0.008013,-0.007744
555,-0.096113,0.0,-0.096113,-0.29893800000000004
556,0.014802000000000001,0.014802,0.0,-0.0
557,0.137599,0.137599,-0.0,-0.0
558,0.319789,0.319789,0.0,-0.0
559,0.176898,0.176898,0.0,-0.0
560,0.251827,0.251827,0.0,-0.0
561,0.312165,0.0,0.312165,-1.474695
562,0.392918,0.392918,-0.0,-0.0
563,-0.409557,0.0,-0.409557,-0.9284469999999999
564,0.791942,0.0,0.791942,-0.765347
565,-0.16072899999999998,0.0,-0.16072899999999998,-0.499913
566,0.008839,0.008839,0.0,-0.0
567,0.441406,0.441406,-0.0,-0.0
568,0.15745399999999998,0.0,0.15745399999999998,-0.17837
569,0.227046,0.227046,0.0,-0.0
570,0.24518,0.24518,0.0,-0.0
